Fips,CountyState,gridID,Indx,Year,meanNDVIgrid,meanANPPgrid,PPTgs_below,NDVI_predict_below,NPP_predict_below,NPP_stdev_below,deltaNPP_below,pct_diffNPP_below,PPTgs_avg,NDVI_predict_avg,NPP_predict_avg,NPP_stdev_avg,deltaNPP_avg,pct_diffNPP_avg,PPTgs_above,NDVI_predict_above,NPP_predict_above,NPP_stdev_above,deltaNPP_above,pct_diffNPP_above,pptWatYrReceived,pptAvgWatYrReceived,pptGSremainder_below,pptGSremainder_avg,pptGSremainder_above
4015,mohaveAZ            ,60009,1,2022,0.0125,143.785,1.252,0.0034,71.484,0,-72.301,-50.2841,1.252,0.0034,71.484,0,-72.301,-50.2841,1.252,0.0034,71.484,0,-72.301,-50.2841,4.102362205,6.433262915,0.00,0.00,0.00
4015,mohaveAZ            ,60010,1,2022,0.0202,204.8738,1.2323,0.0115,136.0792,0,-68.7947,-33.579,1.2323,0.0115,136.0792,0,-68.7947,-33.579,1.2323,0.0115,136.0792,0,-68.7947,-33.579,4.362204724,6.773189937,0.00,0.00,0.00
4015,mohaveAZ            ,60011,1,2022,0.0257,248.6247,1.248,0.0129,147.2998,0,-101.3249,-40.7541,1.248,0.0129,147.2998,0,-101.3249,-40.7541,1.248,0.0129,147.2998,0,-101.3249,-40.7541,4.562992126,6.988092952,0.00,0.00,0.00
4015,mohaveAZ            ,60012,1,2022,0.0135,151.8777,1.2283,0.002,60.2869,0,-91.5908,-60.3056,1.2283,0.002,60.2869,0,-91.5908,-60.3056,1.2283,0.002,60.2869,0,-91.5908,-60.3056,4.787401575,7.302573459,0.00,0.00,0.00
4015,mohaveAZ            ,60461,1,2022,0.0172,181.7164,0.6732,3.00E-04,46.959,0.0121,-134.7574,-74.1581,0.6732,3.00E-04,46.959,0.0121,-134.7574,-74.1581,0.6732,3.00E-04,46.959,0.0121,-134.7574,-74.1581,2.141732283,4.349817553,0.00,0.00,0.00
4015,mohaveAZ            ,60462,1,2022,0.0169,179.2484,0.7441,1.00E-04,45.4672,0,-133.7812,-74.6345,0.7441,1.00E-04,45.4672,0,-133.7812,-74.6345,0.7441,1.00E-04,45.4672,0,-133.7812,-74.6345,2.188976378,4.461302093,0.00,0.00,0.00
4015,mohaveAZ            ,60463,1,2022,0.0173,182.0765,0.7717,1.00E-04,45.379,0.0106,-136.6974,-75.0769,0.7717,1.00E-04,45.379,0.0106,-136.6974,-75.0769,0.7717,1.00E-04,45.379,0.0106,-136.6974,-75.0769,2.271653543,4.563472249,0.00,0.00,0.00
4015,mohaveAZ            ,60464,1,2022,0.0183,190.4351,0.874,0.0016,57.57,0.0123,-132.8651,-69.7692,0.874,0.0016,57.57,0.0123,-132.8651,-69.7692,0.874,0.0016,57.57,0.0123,-132.8651,-69.7692,2.543307087,4.782312272,0.00,0.00,0.00
4015,mohaveAZ            ,60465,1,2022,0.0189,195.2345,0.9567,0.0027,66.0011,0.0068,-129.2334,-66.1939,0.9567,0.0027,66.0011,0.0068,-129.2334,-66.1939,0.9567,0.0027,66.0011,0.0068,-129.2334,-66.1939,2.724409449,4.944977914,0.00,0.00,0.00
4015,mohaveAZ            ,60466,1,2022,0.0201,204.4524,1.0787,0.0044,79.8564,0.0068,-124.596,-60.9413,1.0787,0.0044,79.8564,0.0068,-124.596,-60.9413,1.0787,0.0044,79.8564,0.0068,-124.596,-60.9413,3.047244094,5.225081621,0.00,0.00,0.00
4015,mohaveAZ            ,60467,1,2022,0.0215,215.5626,1.1535,0.0064,95.5935,0.0068,-119.9691,-55.6539,1.1535,0.0064,95.5935,0.0068,-119.9691,-55.6539,1.1535,0.0064,95.5935,0.0068,-119.9691,-55.6539,3.37007874,5.547340119,0.00,0.00,0.00
4015,mohaveAZ            ,60468,1,2022,0.0196,200.077,1.1772,0.0074,103.6405,0,-96.4366,-48.1997,1.1772,0.0074,103.6405,0,-96.4366,-48.1997,1.1772,0.0074,103.6405,0,-96.4366,-48.1997,3.57480315,5.772325715,0.00,0.00,0.00
4015,mohaveAZ            ,60469,1,2022,0.0186,192.445,1.1772,0.0094,119.6599,0,-72.7852,-37.8213,1.1772,0.0094,119.6599,0,-72.7852,-37.8213,1.1772,0.0094,119.6599,0,-72.7852,-37.8213,3.830708661,6.128768965,0.00,0.00,0.00
4015,mohaveAZ            ,60470,1,2022,0.0194,198.5134,1.2087,0.0105,127.7754,0,-70.738,-35.6339,1.2087,0.0105,127.7754,0,-70.738,-35.6339,1.2087,0.0105,127.7754,0,-70.738,-35.6339,4.12992126,6.476185904,0.00,0.00,0.00
4015,mohaveAZ            ,60471,1,2022,0.0227,224.802,1.1654,0.0109,131.5627,0,-93.2394,-41.4762,1.1654,0.0109,131.5627,0,-93.2394,-41.4762,1.1654,0.0109,131.5627,0,-93.2394,-41.4762,4.25984252,6.716727482,0.00,0.00,0.00
4015,mohaveAZ            ,60472,1,2022,0.0258,249.827,1.1969,0.0126,144.9004,0,-104.9265,-41.9997,1.1969,0.0126,144.9004,0,-104.9265,-41.9997,1.1969,0.0126,144.9004,0,-104.9265,-41.9997,4.551181102,7.026886883,0.00,0.00,0.00
4015,mohaveAZ            ,60473,1,2022,0.0135,152.2312,1.1693,0.0014,55.5117,0,-96.7195,-63.5346,1.1693,0.0014,55.5117,0,-96.7195,-63.5346,1.1693,0.0014,55.5117,0,-96.7195,-63.5346,4.775590551,7.354042635,0.00,0.00,0.00
4015,mohaveAZ            ,60922,1,2022,0.0166,176.2407,0.626,1.00E-04,45.3398,0.0121,-130.9009,-74.2739,0.626,1.00E-04,45.3398,0.0121,-130.9009,-74.2739,0.626,1.00E-04,45.3398,0.0121,-130.9009,-74.2739,2.118110236,4.253024774,0.00,0.00,0.00
4015,mohaveAZ            ,60923,1,2022,0.0167,177.3822,0.6693,-6.00E-04,39.6138,0.0092,-137.7684,-77.6675,0.6693,-6.00E-04,39.6138,0.0092,-137.7684,-77.6675,0.6693,-6.00E-04,39.6138,0.0092,-137.7684,-77.6675,2.102362205,4.380641444,0.00,0.00,0.00
4015,mohaveAZ            ,60924,1,2022,0.017,180.0593,0.7047,-5.00E-04,40.3607,0.0068,-139.6986,-77.5848,0.7047,-5.00E-04,40.3607,0.0068,-139.6986,-77.5848,0.7047,-5.00E-04,40.3607,0.0068,-139.6986,-77.5848,2.177165354,4.517668523,0.00,0.00,0.00
4015,mohaveAZ            ,60925,1,2022,0.0175,183.7832,0.7874,6.00E-04,49.2074,0,-134.5758,-73.2253,0.7874,6.00E-04,49.2074,0,-134.5758,-73.2253,0.7874,6.00E-04,49.2074,0,-134.5758,-73.2253,2.405511811,4.635202612,0.00,0.00,0.00
4015,mohaveAZ            ,60926,1,2022,0.0191,196.491,0.8819,0.0023,62.9549,0.0121,-133.5362,-67.9604,0.8819,0.0023,62.9549,0.0121,-133.5362,-67.9604,0.8819,0.0023,62.9549,0.0121,-133.5362,-67.9604,2.653543307,4.861436528,0.00,0.00,0.00
4015,mohaveAZ            ,60927,1,2022,0.0207,208.8493,1.0315,0.0043,79.0566,0.0068,-129.7927,-62.1466,1.0315,0.0043,79.0566,0.0068,-129.7927,-62.1466,1.0315,0.0043,79.0566,0.0068,-129.7927,-62.1466,3.035433071,5.205588631,0.00,0.00,0.00
4015,mohaveAZ            ,60928,1,2022,0.021,211.2441,1.0906,0.0052,86.0136,0.0116,-125.2305,-59.2824,1.0906,0.0052,86.0136,0.0116,-125.2305,-59.2824,1.0906,0.0052,86.0136,0.0116,-125.2305,-59.2824,3.279527559,5.429037834,0.00,0.00,0.00
4015,mohaveAZ            ,60929,1,2022,0.021,211.3147,1.1063,0.0069,99.073,0.0092,-112.2417,-53.1159,1.1063,0.0069,99.073,0.0092,-112.2417,-53.1159,1.1063,0.0069,99.073,0.0092,-112.2417,-53.1159,3.535433071,5.809967352,0.00,0.00,0.00
4015,mohaveAZ            ,60930,1,2022,0.0206,208.7415,1.1181,0.0082,110.1937,0.0121,-98.5478,-47.2105,1.1181,0.0082,110.1937,0.0121,-98.5478,-47.2105,1.1181,0.0082,110.1937,0.0121,-98.5478,-47.2105,3.728346457,6.051565201,0.00,0.00,0.00
4015,mohaveAZ            ,60931,1,2022,0.0236,231.9081,1.0984,0.0094,118.9914,0.0121,-112.9166,-48.6903,1.0984,0.0094,118.9914,0.0121,-112.9166,-48.6903,1.0984,0.0094,118.9914,0.0121,-112.9166,-48.6903,4,6.436335702,0.00,0.00,0.00
4015,mohaveAZ            ,60932,1,2022,0.0265,254.9675,1.1181,0.0113,134.1973,0.01,-120.7702,-47.3669,1.1181,0.0113,134.1973,0.01,-120.7702,-47.3669,1.1181,0.0113,134.1973,0.01,-120.7702,-47.3669,4.263779528,6.771845592,0.00,0.00,0.00
4015,mohaveAZ            ,60933,1,2022,0.0267,256.5605,1.1339,0.0118,138.6158,0.0196,-117.9448,-45.9715,1.1339,0.0118,138.6158,0.0196,-117.9448,-45.9715,1.1339,0.0118,138.6158,0.0196,-117.9448,-45.9715,4.452755906,6.978298444,0.00,0.00,0.00
4015,mohaveAZ            ,60934,1,2022,0.0215,215.5894,1.126,0.0104,127.0462,0,-88.5432,-41.0703,1.126,0.0104,127.0462,0,-88.5432,-41.0703,1.126,0.0104,127.0462,0,-88.5432,-41.0703,4.716535433,7.30679854,0.00,0.00,0.00
4015,mohaveAZ            ,60935,1,2022,0.014,155.6891,1.1535,0.001,52.8771,0,-102.8121,-66.0368,1.1535,0.001,52.8771,0,-102.8121,-66.0368,1.1535,0.001,52.8771,0,-102.8121,-66.0368,4.996062992,7.605915114,0.00,0.00,0.00
4015,mohaveAZ            ,61383,1,2022,0.0163,173.9949,0.5748,-3.00E-04,42.6189,0.0068,-131.3759,-75.5056,0.5748,-3.00E-04,42.6189,0.0068,-131.3759,-75.5056,0.5748,-3.00E-04,42.6189,0.0068,-131.3759,-75.5056,2.059055118,4.212502401,0.00,0.00,0.00
4015,mohaveAZ            ,61384,1,2022,0.0163,174.3556,0.6102,-9.00E-04,37.7104,0.0106,-136.6452,-78.3716,0.6102,-9.00E-04,37.7104,0.0106,-136.6452,-78.3716,0.6102,-9.00E-04,37.7104,0.0106,-136.6452,-78.3716,2.043307087,4.2988285,0.00,0.00,0.00
4015,mohaveAZ            ,61385,1,2022,0.0165,176.1675,0.622,-0.0013,33.8918,0.0068,-142.2757,-80.7616,0.622,-0.0013,33.8918,0.0068,-142.2757,-80.7616,0.622,-0.0013,33.8918,0.0068,-142.2757,-80.7616,2.070866142,4.454964471,0.00,0.00,0.00
